,Zahl,Dozen,Black/Red,Even/Odd,High/Low,Column
563,1,Dozen 1,Red,Odd,Low,Column 1
564,11,Dozen 1,Black,Odd,Low,Column 2
565,24,Dozen 2,Black,Even,High,Column 3
566,25,Dozen 3,Red,Odd,High,Column 1
567,9,Dozen 1,Red,Odd,Low,Column 3
568,8,Dozen 1,Black,Even,Low,Column 2
569,12,Dozen 1,Red,Even,Low,Column 3
570,11,Dozen 1,Black,Odd,Low,Column 2
571,29,Dozen 3,Black,Odd,High,Column 2
572,27,Dozen 3,Red,Odd,High,Column 3
573,15,Dozen 2,Black,Odd,Low,Column 3
574,7,Dozen 1,Red,Odd,Low,Column 1
575,18,Dozen 2,Red,Even,Low,Column 3
576,19,Dozen 2,Red,Odd,High,Column 1
577,24,Dozen 2,Black,Even,High,Column 3
578,1,Dozen 1,Red,Odd,Low,Column 1
579,14,Dozen 2,Red,Even,Low,Column 2
580,0,0,0,0,0,0
581,18,Dozen 2,Red,Even,Low,Column 3
582,25,Dozen 3,Red,Odd,High,Column 1
583,10,Dozen 1,Black,Even,Low,Column 1
584,6,Dozen 1,Black,Even,Low,Column 3
585,1,Dozen 1,Red,Odd,Low,Column 1
586,13,Dozen 2,Black,Odd,Low,Column 1
587,7,Dozen 1,Red,Odd,Low,Column 1
588,6,Dozen 1,Black,Even,Low,Column 3
589,30,Dozen 3,Red,Even,High,Column 3
590,17,Dozen 2,Black,Odd,Low,Column 2
591,35,Dozen 3,Black,Odd,High,Column 2
592,8,Dozen 1,Black,Even,Low,Column 2
593,16,Dozen 2,Red,Even,Low,Column 1
594,29,Dozen 3,Black,Odd,High,Column 2
595,10,Dozen 1,Black,Even,Low,Column 1
596,16,Dozen 2,Red,Even,Low,Column 1
597,19,Dozen 2,Red,Odd,High,Column 1
598,22,Dozen 2,Black,Even,High,Column 1
599,5,Dozen 1,Red,Odd,Low,Column 2
600,30,Dozen 3,Red,Even,High,Column 3
601,13,Dozen 2,Black,Odd,Low,Column 1
602,24,Dozen 2,Black,Even,High,Column 3
603,7,Dozen 1,Red,Odd,Low,Column 1
604,3,Dozen 1,Red,Odd,Low,Column 3
605,3,Dozen 1,Red,Odd,Low,Column 3
606,21,Dozen 2,Red,Odd,High,Column 3
607,23,Dozen 2,Red,Odd,High,Column 2
608,15,Dozen 2,Black,Odd,Low,Column 3
609,32,Dozen 3,Red,Even,High,Column 2
610,10,Dozen 1,Black,Even,Low,Column 1
611,7,Dozen 1,Red,Odd,Low,Column 1
612,19,Dozen 2,Red,Odd,High,Column 1
613,35,Dozen 3,Black,Odd,High,Column 2
614,22,Dozen 2,Black,Even,High,Column 1
615,5,Dozen 1,Red,Odd,Low,Column 2
616,12,Dozen 1,Red,Even,Low,Column 3
617,33,Dozen 3,Black,Odd,High,Column 3
618,1,Dozen 1,Red,Odd,Low,Column 1
619,28,Dozen 3,Black,Even,High,Column 1
620,25,Dozen 3,Red,Odd,High,Column 1
621,17,Dozen 2,Black,Odd,Low,Column 2
622,21,Dozen 2,Red,Odd,High,Column 3
623,18,Dozen 2,Red,Even,Low,Column 3
624,34,Dozen 3,Red,Even,High,Column 1
625,33,Dozen 3,Black,Odd,High,Column 3
626,33,Dozen 3,Black,Odd,High,Column 3
627,2,Dozen 1,Black,Even,Low,Column 2
628,28,Dozen 3,Black,Even,High,Column 1
629,30,Dozen 3,Red,Even,High,Column 3
630,23,Dozen 2,Red,Odd,High,Column 2
631,13,Dozen 2,Black,Odd,Low,Column 1
632,24,Dozen 2,Black,Even,High,Column 3
633,10,Dozen 1,Black,Even,Low,Column 1
634,23,Dozen 2,Red,Odd,High,Column 2
635,24,Dozen 2,Black,Even,High,Column 3
636,8,Dozen 1,Black,Even,Low,Column 2
637,11,Dozen 1,Black,Odd,Low,Column 2
638,16,Dozen 2,Red,Even,Low,Column 1
639,26,Dozen 3,Black,Even,High,Column 2
640,0,0,0,0,0,0
641,21,Dozen 2,Red,Odd,High,Column 3
642,28,Dozen 3,Black,Even,High,Column 1
643,2,Dozen 1,Black,Even,Low,Column 2
644,20,Dozen 2,Black,Even,High,Column 2
645,16,Dozen 2,Red,Even,Low,Column 1
646,36,Dozen 3,Red,Even,High,Column 3
647,15,Dozen 2,Black,Odd,Low,Column 3
648,9,Dozen 1,Red,Odd,Low,Column 3
649,28,Dozen 3,Black,Even,High,Column 1
650,6,Dozen 1,Black,Even,Low,Column 3
651,36,Dozen 3,Red,Even,High,Column 3
652,12,Dozen 1,Red,Even,Low,Column 3
653,28,Dozen 3,Black,Even,High,Column 1
654,21,Dozen 2,Red,Odd,High,Column 3
655,17,Dozen 2,Black,Odd,Low,Column 2
656,2,Dozen 1,Black,Even,Low,Column 2
657,8,Dozen 1,Black,Even,Low,Column 2
658,27,Dozen 3,Red,Odd,High,Column 3
659,35,Dozen 3,Black,Odd,High,Column 2
660,31,Dozen 3,Black,Odd,High,Column 1
661,7,Dozen 1,Red,Odd,Low,Column 1
662,27,Dozen 3,Red,Odd,High,Column 3
663,29,Dozen 3,Black,Odd,High,Column 2
664,18,Dozen 2,Red,Even,Low,Column 3
665,16,Dozen 2,Red,Even,Low,Column 1
666,29,Dozen 3,Black,Odd,High,Column 2
667,6,Dozen 1,Black,Even,Low,Column 3
668,6,Dozen 1,Black,Even,Low,Column 3
669,3,Dozen 1,Red,Odd,Low,Column 3
670,2,Dozen 1,Black,Even,Low,Column 2
671,10,Dozen 1,Black,Even,Low,Column 1
672,3,Dozen 1,Red,Odd,Low,Column 3
673,33,Dozen 3,Black,Odd,High,Column 3
674,12,Dozen 1,Red,Even,Low,Column 3
675,11,Dozen 1,Black,Odd,Low,Column 2
676,10,Dozen 1,Black,Even,Low,Column 1
677,17,Dozen 2,Black,Odd,Low,Column 2
678,24,Dozen 2,Black,Even,High,Column 3
679,13,Dozen 2,Black,Odd,Low,Column 1
680,15,Dozen 2,Black,Odd,Low,Column 3
681,13,Dozen 2,Black,Odd,Low,Column 1
682,8,Dozen 1,Black,Even,Low,Column 2
683,25,Dozen 3,Red,Odd,High,Column 1
684,30,Dozen 3,Red,Even,High,Column 3
685,6,Dozen 1,Black,Even,Low,Column 3
686,7,Dozen 1,Red,Odd,Low,Column 1
687,5,Dozen 1,Red,Odd,Low,Column 2
688,7,Dozen 1,Red,Odd,Low,Column 1
689,36,Dozen 3,Red,Even,High,Column 3
690,17,Dozen 2,Black,Odd,Low,Column 2
691,34,Dozen 3,Red,Even,High,Column 1
692,27,Dozen 3,Red,Odd,High,Column 3
693,5,Dozen 1,Red,Odd,Low,Column 2
694,12,Dozen 1,Red,Even,Low,Column 3
695,23,Dozen 2,Red,Odd,High,Column 2
696,31,Dozen 3,Black,Odd,High,Column 1
697,30,Dozen 3,Red,Even,High,Column 3
698,20,Dozen 2,Black,Even,High,Column 2
699,21,Dozen 2,Red,Odd,High,Column 3
700,24,Dozen 2,Black,Even,High,Column 3
701,1,Dozen 1,Red,Odd,Low,Column 1
702,10,Dozen 1,Black,Even,Low,Column 1
703,9,Dozen 1,Red,Odd,Low,Column 3
704,34,Dozen 3,Red,Even,High,Column 1
705,34,Dozen 3,Red,Even,High,Column 1
706,6,Dozen 1,Black,Even,Low,Column 3
707,36,Dozen 3,Red,Even,High,Column 3
708,27,Dozen 3,Red,Odd,High,Column 3
709,33,Dozen 3,Black,Odd,High,Column 3
710,35,Dozen 3,Black,Odd,High,Column 2
711,0,0,0,0,0,0
712,30,Dozen 3,Red,Even,High,Column 3
713,19,Dozen 2,Red,Odd,High,Column 1
714,22,Dozen 2,Black,Even,High,Column 1
715,25,Dozen 3,Red,Odd,High,Column 1
716,18,Dozen 2,Red,Even,Low,Column 3
717,20,Dozen 2,Black,Even,High,Column 2
718,20,Dozen 2,Black,Even,High,Column 2
719,16,Dozen 2,Red,Even,Low,Column 1
720,26,Dozen 3,Black,Even,High,Column 2
721,18,Dozen 2,Red,Even,Low,Column 3
722,36,Dozen 3,Red,Even,High,Column 3
723,12,Dozen 1,Red,Even,Low,Column 3
724,13,Dozen 2,Black,Odd,Low,Column 1
725,15,Dozen 2,Black,Odd,Low,Column 3
726,11,Dozen 1,Black,Odd,Low,Column 2
727,22,Dozen 2,Black,Even,High,Column 1
728,15,Dozen 2,Black,Odd,Low,Column 3
729,31,Dozen 3,Black,Odd,High,Column 1
730,14,Dozen 2,Red,Even,Low,Column 2
731,4,Dozen 1,Black,Even,Low,Column 1
732,6,Dozen 1,Black,Even,Low,Column 3
733,12,Dozen 1,Red,Even,Low,Column 3
734,9,Dozen 1,Red,Odd,Low,Column 3
735,12,Dozen 1,Red,Even,Low,Column 3
736,14,Dozen 2,Red,Even,Low,Column 2
737,34,Dozen 3,Red,Even,High,Column 1
738,15,Dozen 2,Black,Odd,Low,Column 3
739,13,Dozen 2,Black,Odd,Low,Column 1
740,4,Dozen 1,Black,Even,Low,Column 1
741,4,Dozen 1,Black,Even,Low,Column 1
742,3,Dozen 1,Red,Odd,Low,Column 3
743,7,Dozen 1,Red,Odd,Low,Column 1
744,31,Dozen 3,Black,Odd,High,Column 1
745,16,Dozen 2,Red,Even,Low,Column 1
746,22,Dozen 2,Black,Even,High,Column 1
747,22,Dozen 2,Black,Even,High,Column 1
748,31,Dozen 3,Black,Odd,High,Column 1
749,15,Dozen 2,Black,Odd,Low,Column 3
750,32,Dozen 3,Red,Even,High,Column 2
751,18,Dozen 2,Red,Even,Low,Column 3
752,36,Dozen 3,Red,Even,High,Column 3
753,5,Dozen 1,Red,Odd,Low,Column 2
754,33,Dozen 3,Black,Odd,High,Column 3
755,1,Dozen 1,Red,Odd,Low,Column 1
756,10,Dozen 1,Black,Even,Low,Column 1
757,8,Dozen 1,Black,Even,Low,Column 2
758,2,Dozen 1,Black,Even,Low,Column 2
759,36,Dozen 3,Red,Even,High,Column 3
760,17,Dozen 2,Black,Odd,Low,Column 2
761,22,Dozen 2,Black,Even,High,Column 1
762,6,Dozen 1,Black,Even,Low,Column 3
763,22,Dozen 2,Black,Even,High,Column 1
764,11,Dozen 1,Black,Odd,Low,Column 2
765,13,Dozen 2,Black,Odd,Low,Column 1
766,5,Dozen 1,Red,Odd,Low,Column 2
767,18,Dozen 2,Red,Even,Low,Column 3
768,4,Dozen 1,Black,Even,Low,Column 1
769,25,Dozen 3,Red,Odd,High,Column 1
770,14,Dozen 2,Red,Even,Low,Column 2
771,8,Dozen 1,Black,Even,Low,Column 2
772,16,Dozen 2,Red,Even,Low,Column 1
773,11,Dozen 1,Black,Odd,Low,Column 2
774,34,Dozen 3,Red,Even,High,Column 1
775,35,Dozen 3,Black,Odd,High,Column 2
776,10,Dozen 1,Black,Even,Low,Column 1
777,26,Dozen 3,Black,Even,High,Column 2
778,27,Dozen 3,Red,Odd,High,Column 3
779,35,Dozen 3,Black,Odd,High,Column 2
780,20,Dozen 2,Black,Even,High,Column 2
781,32,Dozen 3,Red,Even,High,Column 2
782,32,Dozen 3,Red,Even,High,Column 2
783,11,Dozen 1,Black,Odd,Low,Column 2
784,28,Dozen 3,Black,Even,High,Column 1
785,33,Dozen 3,Black,Odd,High,Column 3
786,10,Dozen 1,Black,Even,Low,Column 1
787,8,Dozen 1,Black,Even,Low,Column 2
788,33,Dozen 3,Black,Odd,High,Column 3
789,4,Dozen 1,Black,Even,Low,Column 1
790,33,Dozen 3,Black,Odd,High,Column 3
791,7,Dozen 1,Red,Odd,Low,Column 1
792,22,Dozen 2,Black,Even,High,Column 1
793,14,Dozen 2,Red,Even,Low,Column 2
794,28,Dozen 3,Black,Even,High,Column 1
795,3,Dozen 1,Red,Odd,Low,Column 3
796,21,Dozen 2,Red,Odd,High,Column 3
797,9,Dozen 1,Red,Odd,Low,Column 3
798,33,Dozen 3,Black,Odd,High,Column 3
799,6,Dozen 1,Black,Even,Low,Column 3
800,23,Dozen 2,Red,Odd,High,Column 2
801,14,Dozen 2,Red,Even,Low,Column 2
802,5,Dozen 1,Red,Odd,Low,Column 2
803,20,Dozen 2,Black,Even,High,Column 2
804,9,Dozen 1,Red,Odd,Low,Column 3
805,32,Dozen 3,Red,Even,High,Column 2
806,9,Dozen 1,Red,Odd,Low,Column 3
807,29,Dozen 3,Black,Odd,High,Column 2
808,7,Dozen 1,Red,Odd,Low,Column 1
809,7,Dozen 1,Red,Odd,Low,Column 1
810,0,0,0,0,0,0
811,35,Dozen 3,Black,Odd,High,Column 2
812,28,Dozen 3,Black,Even,High,Column 1
813,2,Dozen 1,Black,Even,Low,Column 2
814,18,Dozen 2,Red,Even,Low,Column 3
815,9,Dozen 1,Red,Odd,Low,Column 3
816,29,Dozen 3,Black,Odd,High,Column 2
817,18,Dozen 2,Red,Even,Low,Column 3
818,20,Dozen 2,Black,Even,High,Column 2
819,21,Dozen 2,Red,Odd,High,Column 3
820,17,Dozen 2,Black,Odd,Low,Column 2
821,27,Dozen 3,Red,Odd,High,Column 3
822,9,Dozen 1,Red,Odd,Low,Column 3
823,8,Dozen 1,Black,Even,Low,Column 2
824,12,Dozen 1,Red,Even,Low,Column 3
825,30,Dozen 3,Red,Even,High,Column 3
826,9,Dozen 1,Red,Odd,Low,Column 3
827,35,Dozen 3,Black,Odd,High,Column 2
828,17,Dozen 2,Black,Odd,Low,Column 2
829,8,Dozen 1,Black,Even,Low,Column 2
830,15,Dozen 2,Black,Odd,Low,Column 3
831,34,Dozen 3,Red,Even,High,Column 1
832,5,Dozen 1,Red,Odd,Low,Column 2
833,11,Dozen 1,Black,Odd,Low,Column 2
834,12,Dozen 1,Red,Even,Low,Column 3
835,15,Dozen 2,Black,Odd,Low,Column 3
836,19,Dozen 2,Red,Odd,High,Column 1
837,32,Dozen 3,Red,Even,High,Column 2
838,20,Dozen 2,Black,Even,High,Column 2
839,24,Dozen 2,Black,Even,High,Column 3
840,24,Dozen 2,Black,Even,High,Column 3
841,32,Dozen 3,Red,Even,High,Column 2
842,5,Dozen 1,Red,Odd,Low,Column 2
843,34,Dozen 3,Red,Even,High,Column 1
844,21,Dozen 2,Red,Odd,High,Column 3
845,6,Dozen 1,Black,Even,Low,Column 3
846,32,Dozen 3,Red,Even,High,Column 2
847,25,Dozen 3,Red,Odd,High,Column 1
848,31,Dozen 3,Black,Odd,High,Column 1
849,21,Dozen 2,Red,Odd,High,Column 3
850,14,Dozen 2,Red,Even,Low,Column 2
851,0,0,0,0,0,0
852,6,Dozen 1,Black,Even,Low,Column 3
853,19,Dozen 2,Red,Odd,High,Column 1
854,5,Dozen 1,Red,Odd,Low,Column 2
855,20,Dozen 2,Black,Even,High,Column 2
856,2,Dozen 1,Black,Even,Low,Column 2
857,8,Dozen 1,Black,Even,Low,Column 2
858,31,Dozen 3,Black,Odd,High,Column 1
859,15,Dozen 2,Black,Odd,Low,Column 3
860,4,Dozen 1,Black,Even,Low,Column 1
861,11,Dozen 1,Black,Odd,Low,Column 2
862,36,Dozen 3,Red,Even,High,Column 3
863,7,Dozen 1,Red,Odd,Low,Column 1
864,29,Dozen 3,Black,Odd,High,Column 2
865,36,Dozen 3,Red,Even,High,Column 3
866,21,Dozen 2,Red,Odd,High,Column 3
867,12,Dozen 1,Red,Even,Low,Column 3
868,3,Dozen 1,Red,Odd,Low,Column 3
869,29,Dozen 3,Black,Odd,High,Column 2
870,9,Dozen 1,Red,Odd,Low,Column 3
871,16,Dozen 2,Red,Even,Low,Column 1
872,27,Dozen 3,Red,Odd,High,Column 3
873,19,Dozen 2,Red,Odd,High,Column 1
874,25,Dozen 3,Red,Odd,High,Column 1
875,28,Dozen 3,Black,Even,High,Column 1
876,17,Dozen 2,Black,Odd,Low,Column 2
877,10,Dozen 1,Black,Even,Low,Column 1
878,21,Dozen 2,Red,Odd,High,Column 3
879,36,Dozen 3,Red,Even,High,Column 3
880,29,Dozen 3,Black,Odd,High,Column 2
881,19,Dozen 2,Red,Odd,High,Column 1
882,4,Dozen 1,Black,Even,Low,Column 1
883,29,Dozen 3,Black,Odd,High,Column 2
884,24,Dozen 2,Black,Even,High,Column 3
885,36,Dozen 3,Red,Even,High,Column 3
886,13,Dozen 2,Black,Odd,Low,Column 1
887,22,Dozen 2,Black,Even,High,Column 1
888,17,Dozen 2,Black,Odd,Low,Column 2
889,16,Dozen 2,Red,Even,Low,Column 1
890,27,Dozen 3,Red,Odd,High,Column 3
891,0,0,0,0,0,0
892,28,Dozen 3,Black,Even,High,Column 1
893,10,Dozen 1,Black,Even,Low,Column 1
894,28,Dozen 3,Black,Even,High,Column 1
895,5,Dozen 1,Red,Odd,Low,Column 2
896,9,Dozen 1,Red,Odd,Low,Column 3
897,23,Dozen 2,Red,Odd,High,Column 2
898,5,Dozen 1,Red,Odd,Low,Column 2
899,11,Dozen 1,Black,Odd,Low,Column 2
900,1,Dozen 1,Red,Odd,Low,Column 1
901,15,Dozen 2,Black,Odd,Low,Column 3
902,25,Dozen 3,Red,Odd,High,Column 1
903,12,Dozen 1,Red,Even,Low,Column 3
904,10,Dozen 1,Black,Even,Low,Column 1
905,14,Dozen 2,Red,Even,Low,Column 2
906,19,Dozen 2,Red,Odd,High,Column 1
907,32,Dozen 3,Red,Even,High,Column 2
908,12,Dozen 1,Red,Even,Low,Column 3
909,17,Dozen 2,Black,Odd,Low,Column 2
910,11,Dozen 1,Black,Odd,Low,Column 2
911,1,Dozen 1,Red,Odd,Low,Column 1
912,23,Dozen 2,Red,Odd,High,Column 2
913,2,Dozen 1,Black,Even,Low,Column 2
914,11,Dozen 1,Black,Odd,Low,Column 2
915,8,Dozen 1,Black,Even,Low,Column 2
916,31,Dozen 3,Black,Odd,High,Column 1
917,34,Dozen 3,Red,Even,High,Column 1
918,15,Dozen 2,Black,Odd,Low,Column 3
919,4,Dozen 1,Black,Even,Low,Column 1
920,5,Dozen 1,Red,Odd,Low,Column 2
921,4,Dozen 1,Black,Even,Low,Column 1
922,31,Dozen 3,Black,Odd,High,Column 1
923,33,Dozen 3,Black,Odd,High,Column 3
924,19,Dozen 2,Red,Odd,High,Column 1
925,33,Dozen 3,Black,Odd,High,Column 3
926,26,Dozen 3,Black,Even,High,Column 2
927,21,Dozen 2,Red,Odd,High,Column 3
928,36,Dozen 3,Red,Even,High,Column 3
929,16,Dozen 2,Red,Even,Low,Column 1
930,29,Dozen 3,Black,Odd,High,Column 2
931,27,Dozen 3,Red,Odd,High,Column 3
932,11,Dozen 1,Black,Odd,Low,Column 2
933,16,Dozen 2,Red,Even,Low,Column 1
934,32,Dozen 3,Red,Even,High,Column 2
935,1,Dozen 1,Red,Odd,Low,Column 1
936,28,Dozen 3,Black,Even,High,Column 1
937,6,Dozen 1,Black,Even,Low,Column 3
938,19,Dozen 2,Red,Odd,High,Column 1
939,31,Dozen 3,Black,Odd,High,Column 1
940,12,Dozen 1,Red,Even,Low,Column 3
941,7,Dozen 1,Red,Odd,Low,Column 1
942,6,Dozen 1,Black,Even,Low,Column 3
943,32,Dozen 3,Red,Even,High,Column 2
944,10,Dozen 1,Black,Even,Low,Column 1
945,22,Dozen 2,Black,Even,High,Column 1
946,34,Dozen 3,Red,Even,High,Column 1
947,29,Dozen 3,Black,Odd,High,Column 2
948,12,Dozen 1,Red,Even,Low,Column 3
949,31,Dozen 3,Black,Odd,High,Column 1
950,20,Dozen 2,Black,Even,High,Column 2
951,11,Dozen 1,Black,Odd,Low,Column 2
952,31,Dozen 3,Black,Odd,High,Column 1
953,9,Dozen 1,Red,Odd,Low,Column 3
954,30,Dozen 3,Red,Even,High,Column 3
955,24,Dozen 2,Black,Even,High,Column 3
956,13,Dozen 2,Black,Odd,Low,Column 1
957,8,Dozen 1,Black,Even,Low,Column 2
958,17,Dozen 2,Black,Odd,Low,Column 2
959,8,Dozen 1,Black,Even,Low,Column 2
960,8,Dozen 1,Black,Even,Low,Column 2
961,33,Dozen 3,Black,Odd,High,Column 3
962,30,Dozen 3,Red,Even,High,Column 3
963,5,Dozen 1,Red,Odd,Low,Column 2
964,28,Dozen 3,Black,Even,High,Column 1
965,1,Dozen 1,Red,Odd,Low,Column 1
966,15,Dozen 2,Black,Odd,Low,Column 3
967,9,Dozen 1,Red,Odd,Low,Column 3
968,36,Dozen 3,Red,Even,High,Column 3
969,26,Dozen 3,Black,Even,High,Column 2
970,14,Dozen 2,Red,Even,Low,Column 2
971,25,Dozen 3,Red,Odd,High,Column 1
972,36,Dozen 3,Red,Even,High,Column 3
973,1,Dozen 1,Red,Odd,Low,Column 1
974,13,Dozen 2,Black,Odd,Low,Column 1
975,17,Dozen 2,Black,Odd,Low,Column 2
976,7,Dozen 1,Red,Odd,Low,Column 1
977,8,Dozen 1,Black,Even,Low,Column 2
978,30,Dozen 3,Red,Even,High,Column 3
979,27,Dozen 3,Red,Odd,High,Column 3
980,10,Dozen 1,Black,Even,Low,Column 1
981,17,Dozen 2,Black,Odd,Low,Column 2
982,35,Dozen 3,Black,Odd,High,Column 2
983,17,Dozen 2,Black,Odd,Low,Column 2
984,20,Dozen 2,Black,Even,High,Column 2
985,6,Dozen 1,Black,Even,Low,Column 3
986,19,Dozen 2,Red,Odd,High,Column 1
987,12,Dozen 1,Red,Even,Low,Column 3
988,28,Dozen 3,Black,Even,High,Column 1
989,33,Dozen 3,Black,Odd,High,Column 3
990,11,Dozen 1,Black,Odd,Low,Column 2
991,32,Dozen 3,Red,Even,High,Column 2
992,5,Dozen 1,Red,Odd,Low,Column 2
993,24,Dozen 2,Black,Even,High,Column 3
994,6,Dozen 1,Black,Even,Low,Column 3
995,14,Dozen 2,Red,Even,Low,Column 2
996,31,Dozen 3,Black,Odd,High,Column 1
997,6,Dozen 1,Black,Even,Low,Column 3
998,22,Dozen 2,Black,Even,High,Column 1
999,19,Dozen 2,Red,Odd,High,Column 1
1000,13,Dozen 2,Black,Odd,Low,Column 1
1001,2,Dozen 1,Black,Even,Low,Column 2
1002,9,Dozen 1,Red,Odd,Low,Column 3
1003,35,Dozen 3,Black,Odd,High,Column 2
1004,31,Dozen 3,Black,Odd,High,Column 1
1005,23,Dozen 2,Red,Odd,High,Column 2
1006,27,Dozen 3,Red,Odd,High,Column 3
1007,30,Dozen 3,Red,Even,High,Column 3
1008,30,Dozen 3,Red,Even,High,Column 3
1009,21,Dozen 2,Red,Odd,High,Column 3
1010,8,Dozen 1,Black,Even,Low,Column 2
1011,30,Dozen 3,Red,Even,High,Column 3
1012,2,Dozen 1,Black,Even,Low,Column 2
1013,13,Dozen 2,Black,Odd,Low,Column 1
1014,10,Dozen 1,Black,Even,Low,Column 1
1015,20,Dozen 2,Black,Even,High,Column 2
1016,13,Dozen 2,Black,Odd,Low,Column 1
1017,12,Dozen 1,Red,Even,Low,Column 3
1018,16,Dozen 2,Red,Even,Low,Column 1
1019,1,Dozen 1,Red,Odd,Low,Column 1
1020,19,Dozen 2,Red,Odd,High,Column 1
1021,19,Dozen 2,Red,Odd,High,Column 1
1022,0,0,0,0,0,0
1023,3,Dozen 1,Red,Odd,Low,Column 3
1024,8,Dozen 1,Black,Even,Low,Column 2
1025,6,Dozen 1,Black,Even,Low,Column 3
1026,22,Dozen 2,Black,Even,High,Column 1
1027,24,Dozen 2,Black,Even,High,Column 3
1028,31,Dozen 3,Black,Odd,High,Column 1
1029,17,Dozen 2,Black,Odd,Low,Column 2
1030,21,Dozen 2,Red,Odd,High,Column 3
1031,34,Dozen 3,Red,Even,High,Column 1
1032,32,Dozen 3,Red,Even,High,Column 2
1033,31,Dozen 3,Black,Odd,High,Column 1
1034,12,Dozen 1,Red,Even,Low,Column 3
1035,15,Dozen 2,Black,Odd,Low,Column 3
1036,36,Dozen 3,Red,Even,High,Column 3
1037,34,Dozen 3,Red,Even,High,Column 1
1038,15,Dozen 2,Black,Odd,Low,Column 3
1039,29,Dozen 3,Black,Odd,High,Column 2
1040,10,Dozen 1,Black,Even,Low,Column 1
1041,8,Dozen 1,Black,Even,Low,Column 2
1042,23,Dozen 2,Red,Odd,High,Column 2
1043,33,Dozen 3,Black,Odd,High,Column 3
1044,18,Dozen 2,Red,Even,Low,Column 3
1045,28,Dozen 3,Black,Even,High,Column 1
1046,7,Dozen 1,Red,Odd,Low,Column 1
1047,22,Dozen 2,Black,Even,High,Column 1
1048,11,Dozen 1,Black,Odd,Low,Column 2
1049,34,Dozen 3,Red,Even,High,Column 1
1050,18,Dozen 2,Red,Even,Low,Column 3
1051,22,Dozen 2,Black,Even,High,Column 1
1052,4,Dozen 1,Black,Even,Low,Column 1
1053,36,Dozen 3,Red,Even,High,Column 3
1054,15,Dozen 2,Black,Odd,Low,Column 3
1055,3,Dozen 1,Red,Odd,Low,Column 3
1056,8,Dozen 1,Black,Even,Low,Column 2
1057,17,Dozen 2,Black,Odd,Low,Column 2
1058,24,Dozen 2,Black,Even,High,Column 3
1059,16,Dozen 2,Red,Even,Low,Column 1
1060,31,Dozen 3,Black,Odd,High,Column 1
1061,29,Dozen 3,Black,Odd,High,Column 2
1062,27,Dozen 3,Red,Odd,High,Column 3
1063,3,Dozen 1,Red,Odd,Low,Column 3
1064,26,Dozen 3,Black,Even,High,Column 2
1065,24,Dozen 2,Black,Even,High,Column 3
1066,28,Dozen 3,Black,Even,High,Column 1
1067,0,0,0,0,0,0
1068,36,Dozen 3,Red,Even,High,Column 3
1069,12,Dozen 1,Red,Even,Low,Column 3
1070,36,Dozen 3,Red,Even,High,Column 3
1071,25,Dozen 3,Red,Odd,High,Column 1
1072,5,Dozen 1,Red,Odd,Low,Column 2
1073,17,Dozen 2,Black,Odd,Low,Column 2
1074,36,Dozen 3,Red,Even,High,Column 3
1075,22,Dozen 2,Black,Even,High,Column 1
1076,25,Dozen 3,Red,Odd,High,Column 1
1077,12,Dozen 1,Red,Even,Low,Column 3
1078,12,Dozen 1,Red,Even,Low,Column 3
1079,9,Dozen 1,Red,Odd,Low,Column 3
1080,5,Dozen 1,Red,Odd,Low,Column 2
1081,0,0,0,0,0,0
1082,33,Dozen 3,Black,Odd,High,Column 3
1083,0,0,0,0,0,0
1084,25,Dozen 3,Red,Odd,High,Column 1
1085,5,Dozen 1,Red,Odd,Low,Column 2
1086,25,Dozen 3,Red,Odd,High,Column 1
1087,11,Dozen 1,Black,Odd,Low,Column 2
1088,22,Dozen 2,Black,Even,High,Column 1
1089,19,Dozen 2,Red,Odd,High,Column 1
1090,33,Dozen 3,Black,Odd,High,Column 3
1091,12,Dozen 1,Red,Even,Low,Column 3
1092,3,Dozen 1,Red,Odd,Low,Column 3
1093,36,Dozen 3,Red,Even,High,Column 3
1094,29,Dozen 3,Black,Odd,High,Column 2
1095,8,Dozen 1,Black,Even,Low,Column 2
1096,18,Dozen 2,Red,Even,Low,Column 3
1097,0,0,0,0,0,0
1098,18,Dozen 2,Red,Even,Low,Column 3
1099,35,Dozen 3,Black,Odd,High,Column 2
1100,11,Dozen 1,Black,Odd,Low,Column 2
1101,6,Dozen 1,Black,Even,Low,Column 3
1102,5,Dozen 1,Red,Odd,Low,Column 2
1103,28,Dozen 3,Black,Even,High,Column 1
1104,12,Dozen 1,Red,Even,Low,Column 3
1105,26,Dozen 3,Black,Even,High,Column 2
1106,36,Dozen 3,Red,Even,High,Column 3
1107,27,Dozen 3,Red,Odd,High,Column 3
1108,2,Dozen 1,Black,Even,Low,Column 2
1109,21,Dozen 2,Red,Odd,High,Column 3
1110,21,Dozen 2,Red,Odd,High,Column 3
1111,35,Dozen 3,Black,Odd,High,Column 2
1112,24,Dozen 2,Black,Even,High,Column 3
1113,26,Dozen 3,Black,Even,High,Column 2
1114,6,Dozen 1,Black,Even,Low,Column 3
1115,28,Dozen 3,Black,Even,High,Column 1
1116,34,Dozen 3,Red,Even,High,Column 1
1117,10,Dozen 1,Black,Even,Low,Column 1
1118,23,Dozen 2,Red,Odd,High,Column 2
1119,25,Dozen 3,Red,Odd,High,Column 1
1120,16,Dozen 2,Red,Even,Low,Column 1
