,Zahl,Dozen,Black/Red,Even/Odd,High/Low,Column
2839,20,Dozen 2,Black,Even,High,Column 2
2840,29,Dozen 3,Black,Odd,High,Column 2
2841,30,Dozen 3,Red,Even,High,Column 3
2842,7,Dozen 1,Red,Odd,Low,Column 1
2843,15,Dozen 2,Black,Odd,Low,Column 3
2844,35,Dozen 3,Black,Odd,High,Column 2
2845,25,Dozen 3,Red,Odd,High,Column 1
2846,13,Dozen 2,Black,Odd,Low,Column 1
2847,0,0,0,0,0,0
2848,22,Dozen 2,Black,Even,High,Column 1
2849,27,Dozen 3,Red,Odd,High,Column 3
2850,9,Dozen 1,Red,Odd,Low,Column 3
2851,7,Dozen 1,Red,Odd,Low,Column 1
2852,34,Dozen 3,Red,Even,High,Column 1
2853,13,Dozen 2,Black,Odd,Low,Column 1
2854,0,0,0,0,0,0
2855,30,Dozen 3,Red,Even,High,Column 3
2856,1,Dozen 1,Red,Odd,Low,Column 1
2857,34,Dozen 3,Red,Even,High,Column 1
2858,24,Dozen 2,Black,Even,High,Column 3
2859,24,Dozen 2,Black,Even,High,Column 3
2860,23,Dozen 2,Red,Odd,High,Column 2
2861,12,Dozen 1,Red,Even,Low,Column 3
2862,29,Dozen 3,Black,Odd,High,Column 2
2863,12,Dozen 1,Red,Even,Low,Column 3
2864,20,Dozen 2,Black,Even,High,Column 2
2865,35,Dozen 3,Black,Odd,High,Column 2
2866,34,Dozen 3,Red,Even,High,Column 1
2867,11,Dozen 1,Black,Odd,Low,Column 2
2868,13,Dozen 2,Black,Odd,Low,Column 1
2869,13,Dozen 2,Black,Odd,Low,Column 1
2870,4,Dozen 1,Black,Even,Low,Column 1
2871,30,Dozen 3,Red,Even,High,Column 3
2872,12,Dozen 1,Red,Even,Low,Column 3
2873,0,0,0,0,0,0
2874,20,Dozen 2,Black,Even,High,Column 2
2875,4,Dozen 1,Black,Even,Low,Column 1
2876,4,Dozen 1,Black,Even,Low,Column 1
2877,10,Dozen 1,Black,Even,Low,Column 1
2878,29,Dozen 3,Black,Odd,High,Column 2
2879,17,Dozen 2,Black,Odd,Low,Column 2
2880,18,Dozen 2,Red,Even,Low,Column 3
2881,29,Dozen 3,Black,Odd,High,Column 2
2882,6,Dozen 1,Black,Even,Low,Column 3
2883,25,Dozen 3,Red,Odd,High,Column 1
2884,26,Dozen 3,Black,Even,High,Column 2
2885,15,Dozen 2,Black,Odd,Low,Column 3
2886,28,Dozen 3,Black,Even,High,Column 1
2887,20,Dozen 2,Black,Even,High,Column 2
2888,16,Dozen 2,Red,Even,Low,Column 1
2889,23,Dozen 2,Red,Odd,High,Column 2
2890,32,Dozen 3,Red,Even,High,Column 2
2891,28,Dozen 3,Black,Even,High,Column 1
2892,36,Dozen 3,Red,Even,High,Column 3
2893,3,Dozen 1,Red,Odd,Low,Column 3
2894,12,Dozen 1,Red,Even,Low,Column 3
2895,18,Dozen 2,Red,Even,Low,Column 3
2896,15,Dozen 2,Black,Odd,Low,Column 3
2897,35,Dozen 3,Black,Odd,High,Column 2
2898,15,Dozen 2,Black,Odd,Low,Column 3
2899,36,Dozen 3,Red,Even,High,Column 3
2900,21,Dozen 2,Red,Odd,High,Column 3
2901,25,Dozen 3,Red,Odd,High,Column 1
2902,25,Dozen 3,Red,Odd,High,Column 1
2903,31,Dozen 3,Black,Odd,High,Column 1
2904,5,Dozen 1,Red,Odd,Low,Column 2
2905,22,Dozen 2,Black,Even,High,Column 1
2906,12,Dozen 1,Red,Even,Low,Column 3
2907,24,Dozen 2,Black,Even,High,Column 3
2908,13,Dozen 2,Black,Odd,Low,Column 1
2909,24,Dozen 2,Black,Even,High,Column 3
2910,32,Dozen 3,Red,Even,High,Column 2
2911,27,Dozen 3,Red,Odd,High,Column 3
2912,14,Dozen 2,Red,Even,Low,Column 2
2913,1,Dozen 1,Red,Odd,Low,Column 1
2914,21,Dozen 2,Red,Odd,High,Column 3
2915,13,Dozen 2,Black,Odd,Low,Column 1
2916,24,Dozen 2,Black,Even,High,Column 3
2917,34,Dozen 3,Red,Even,High,Column 1
2918,21,Dozen 2,Red,Odd,High,Column 3
2919,23,Dozen 2,Red,Odd,High,Column 2
2920,13,Dozen 2,Black,Odd,Low,Column 1
2921,20,Dozen 2,Black,Even,High,Column 2
2922,28,Dozen 3,Black,Even,High,Column 1
2923,35,Dozen 3,Black,Odd,High,Column 2
2924,14,Dozen 2,Red,Even,Low,Column 2
2925,33,Dozen 3,Black,Odd,High,Column 3
2926,32,Dozen 3,Red,Even,High,Column 2
2927,24,Dozen 2,Black,Even,High,Column 3
2928,14,Dozen 2,Red,Even,Low,Column 2
2929,36,Dozen 3,Red,Even,High,Column 3
2930,30,Dozen 3,Red,Even,High,Column 3
2931,6,Dozen 1,Black,Even,Low,Column 3
2932,1,Dozen 1,Red,Odd,Low,Column 1
2933,25,Dozen 3,Red,Odd,High,Column 1
2934,15,Dozen 2,Black,Odd,Low,Column 3
2935,32,Dozen 3,Red,Even,High,Column 2
2936,9,Dozen 1,Red,Odd,Low,Column 3
2937,5,Dozen 1,Red,Odd,Low,Column 2
2938,23,Dozen 2,Red,Odd,High,Column 2
2939,29,Dozen 3,Black,Odd,High,Column 2
2940,26,Dozen 3,Black,Even,High,Column 2
2941,34,Dozen 3,Red,Even,High,Column 1
2942,10,Dozen 1,Black,Even,Low,Column 1
2943,29,Dozen 3,Black,Odd,High,Column 2
2944,27,Dozen 3,Red,Odd,High,Column 3
2945,32,Dozen 3,Red,Even,High,Column 2
2946,13,Dozen 2,Black,Odd,Low,Column 1
2947,9,Dozen 1,Red,Odd,Low,Column 3
2948,34,Dozen 3,Red,Even,High,Column 1
2949,11,Dozen 1,Black,Odd,Low,Column 2
2950,24,Dozen 2,Black,Even,High,Column 3
2951,34,Dozen 3,Red,Even,High,Column 1
2952,22,Dozen 2,Black,Even,High,Column 1
2953,14,Dozen 2,Red,Even,Low,Column 2
2954,4,Dozen 1,Black,Even,Low,Column 1
2955,2,Dozen 1,Black,Even,Low,Column 2
2956,15,Dozen 2,Black,Odd,Low,Column 3
2957,28,Dozen 3,Black,Even,High,Column 1
2958,9,Dozen 1,Red,Odd,Low,Column 3
2959,2,Dozen 1,Black,Even,Low,Column 2
2960,26,Dozen 3,Black,Even,High,Column 2
2961,6,Dozen 1,Black,Even,Low,Column 3
2962,29,Dozen 3,Black,Odd,High,Column 2
2963,15,Dozen 2,Black,Odd,Low,Column 3
2964,1,Dozen 1,Red,Odd,Low,Column 1
2965,33,Dozen 3,Black,Odd,High,Column 3
2966,12,Dozen 1,Red,Even,Low,Column 3
2967,18,Dozen 2,Red,Even,Low,Column 3
2968,22,Dozen 2,Black,Even,High,Column 1
2969,25,Dozen 3,Red,Odd,High,Column 1
2970,26,Dozen 3,Black,Even,High,Column 2
2971,31,Dozen 3,Black,Odd,High,Column 1
2972,23,Dozen 2,Red,Odd,High,Column 2
2973,31,Dozen 3,Black,Odd,High,Column 1
2974,13,Dozen 2,Black,Odd,Low,Column 1
2975,0,0,0,0,0,0
2976,36,Dozen 3,Red,Even,High,Column 3
2977,9,Dozen 1,Red,Odd,Low,Column 3
2978,9,Dozen 1,Red,Odd,Low,Column 3
2979,35,Dozen 3,Black,Odd,High,Column 2
2980,28,Dozen 3,Black,Even,High,Column 1
2981,30,Dozen 3,Red,Even,High,Column 3
2982,34,Dozen 3,Red,Even,High,Column 1
2983,16,Dozen 2,Red,Even,Low,Column 1
2984,2,Dozen 1,Black,Even,Low,Column 2
2985,4,Dozen 1,Black,Even,Low,Column 1
2986,6,Dozen 1,Black,Even,Low,Column 3
2987,8,Dozen 1,Black,Even,Low,Column 2
2988,6,Dozen 1,Black,Even,Low,Column 3
2989,24,Dozen 2,Black,Even,High,Column 3
2990,35,Dozen 3,Black,Odd,High,Column 2
2991,4,Dozen 1,Black,Even,Low,Column 1
2992,7,Dozen 1,Red,Odd,Low,Column 1
2993,5,Dozen 1,Red,Odd,Low,Column 2
2994,36,Dozen 3,Red,Even,High,Column 3
2995,34,Dozen 3,Red,Even,High,Column 1
2996,25,Dozen 3,Red,Odd,High,Column 1
2997,28,Dozen 3,Black,Even,High,Column 1
2998,31,Dozen 3,Black,Odd,High,Column 1
2999,3,Dozen 1,Red,Odd,Low,Column 3
3000,25,Dozen 3,Red,Odd,High,Column 1
3001,11,Dozen 1,Black,Odd,Low,Column 2
3002,12,Dozen 1,Red,Even,Low,Column 3
3003,1,Dozen 1,Red,Odd,Low,Column 1
3004,10,Dozen 1,Black,Even,Low,Column 1
3005,33,Dozen 3,Black,Odd,High,Column 3
3006,25,Dozen 3,Red,Odd,High,Column 1
3007,1,Dozen 1,Red,Odd,Low,Column 1
3008,1,Dozen 1,Red,Odd,Low,Column 1
3009,1,Dozen 1,Red,Odd,Low,Column 1
3010,17,Dozen 2,Black,Odd,Low,Column 2
3011,17,Dozen 2,Black,Odd,Low,Column 2
3012,36,Dozen 3,Red,Even,High,Column 3
3013,3,Dozen 1,Red,Odd,Low,Column 3
3014,14,Dozen 2,Red,Even,Low,Column 2
3015,13,Dozen 2,Black,Odd,Low,Column 1
3016,22,Dozen 2,Black,Even,High,Column 1
3017,6,Dozen 1,Black,Even,Low,Column 3
3018,25,Dozen 3,Red,Odd,High,Column 1
3019,28,Dozen 3,Black,Even,High,Column 1
3020,29,Dozen 3,Black,Odd,High,Column 2
3021,32,Dozen 3,Red,Even,High,Column 2
3022,13,Dozen 2,Black,Odd,Low,Column 1
3023,26,Dozen 3,Black,Even,High,Column 2
3024,31,Dozen 3,Black,Odd,High,Column 1
3025,13,Dozen 2,Black,Odd,Low,Column 1
3026,2,Dozen 1,Black,Even,Low,Column 2
3027,11,Dozen 1,Black,Odd,Low,Column 2
3028,6,Dozen 1,Black,Even,Low,Column 3
3029,25,Dozen 3,Red,Odd,High,Column 1
3030,16,Dozen 2,Red,Even,Low,Column 1
3031,20,Dozen 2,Black,Even,High,Column 2
3032,4,Dozen 1,Black,Even,Low,Column 1
3033,7,Dozen 1,Red,Odd,Low,Column 1
3034,30,Dozen 3,Red,Even,High,Column 3
3035,9,Dozen 1,Red,Odd,Low,Column 3
3036,15,Dozen 2,Black,Odd,Low,Column 3
3037,33,Dozen 3,Black,Odd,High,Column 3
3038,6,Dozen 1,Black,Even,Low,Column 3
3039,9,Dozen 1,Red,Odd,Low,Column 3
3040,19,Dozen 2,Red,Odd,High,Column 1
3041,7,Dozen 1,Red,Odd,Low,Column 1
3042,1,Dozen 1,Red,Odd,Low,Column 1
3043,28,Dozen 3,Black,Even,High,Column 1
3044,24,Dozen 2,Black,Even,High,Column 3
3045,36,Dozen 3,Red,Even,High,Column 3
3046,31,Dozen 3,Black,Odd,High,Column 1
3047,34,Dozen 3,Red,Even,High,Column 1
3048,2,Dozen 1,Black,Even,Low,Column 2
3049,29,Dozen 3,Black,Odd,High,Column 2
3050,19,Dozen 2,Red,Odd,High,Column 1
3051,6,Dozen 1,Black,Even,Low,Column 3
3052,15,Dozen 2,Black,Odd,Low,Column 3
3053,7,Dozen 1,Red,Odd,Low,Column 1
3054,28,Dozen 3,Black,Even,High,Column 1
3055,2,Dozen 1,Black,Even,Low,Column 2
3056,27,Dozen 3,Red,Odd,High,Column 3
3057,11,Dozen 1,Black,Odd,Low,Column 2
3058,19,Dozen 2,Red,Odd,High,Column 1
3059,28,Dozen 3,Black,Even,High,Column 1
3060,9,Dozen 1,Red,Odd,Low,Column 3
3061,6,Dozen 1,Black,Even,Low,Column 3
3062,33,Dozen 3,Black,Odd,High,Column 3
3063,6,Dozen 1,Black,Even,Low,Column 3
3064,6,Dozen 1,Black,Even,Low,Column 3
3065,0,0,0,0,0,0
3066,12,Dozen 1,Red,Even,Low,Column 3
3067,3,Dozen 1,Red,Odd,Low,Column 3
3068,15,Dozen 2,Black,Odd,Low,Column 3
3069,0,0,0,0,0,0
3070,22,Dozen 2,Black,Even,High,Column 1
3071,23,Dozen 2,Red,Odd,High,Column 2
3072,31,Dozen 3,Black,Odd,High,Column 1
3073,30,Dozen 3,Red,Even,High,Column 3
3074,11,Dozen 1,Black,Odd,Low,Column 2
3075,26,Dozen 3,Black,Even,High,Column 2
3076,27,Dozen 3,Red,Odd,High,Column 3
3077,5,Dozen 1,Red,Odd,Low,Column 2
3078,2,Dozen 1,Black,Even,Low,Column 2
3079,22,Dozen 2,Black,Even,High,Column 1
3080,14,Dozen 2,Red,Even,Low,Column 2
3081,2,Dozen 1,Black,Even,Low,Column 2
3082,23,Dozen 2,Red,Odd,High,Column 2
3083,21,Dozen 2,Red,Odd,High,Column 3
3084,20,Dozen 2,Black,Even,High,Column 2
3085,31,Dozen 3,Black,Odd,High,Column 1
3086,23,Dozen 2,Red,Odd,High,Column 2
3087,22,Dozen 2,Black,Even,High,Column 1
3088,15,Dozen 2,Black,Odd,Low,Column 3
3089,27,Dozen 3,Red,Odd,High,Column 3
3090,27,Dozen 3,Red,Odd,High,Column 3
3091,21,Dozen 2,Red,Odd,High,Column 3
3092,32,Dozen 3,Red,Even,High,Column 2
3093,11,Dozen 1,Black,Odd,Low,Column 2
3094,17,Dozen 2,Black,Odd,Low,Column 2
3095,28,Dozen 3,Black,Even,High,Column 1
3096,15,Dozen 2,Black,Odd,Low,Column 3
3097,27,Dozen 3,Red,Odd,High,Column 3
3098,12,Dozen 1,Red,Even,Low,Column 3
3099,3,Dozen 1,Red,Odd,Low,Column 3
3100,14,Dozen 2,Red,Even,Low,Column 2
3101,11,Dozen 1,Black,Odd,Low,Column 2
3102,32,Dozen 3,Red,Even,High,Column 2
3103,18,Dozen 2,Red,Even,Low,Column 3
3104,6,Dozen 1,Black,Even,Low,Column 3
3105,27,Dozen 3,Red,Odd,High,Column 3
3106,7,Dozen 1,Red,Odd,Low,Column 1
3107,26,Dozen 3,Black,Even,High,Column 2
3108,15,Dozen 2,Black,Odd,Low,Column 3
3109,14,Dozen 2,Red,Even,Low,Column 2
3110,22,Dozen 2,Black,Even,High,Column 1
3111,10,Dozen 1,Black,Even,Low,Column 1
3112,16,Dozen 2,Red,Even,Low,Column 1
3113,3,Dozen 1,Red,Odd,Low,Column 3
3114,11,Dozen 1,Black,Odd,Low,Column 2
3115,10,Dozen 1,Black,Even,Low,Column 1
3116,25,Dozen 3,Red,Odd,High,Column 1
3117,20,Dozen 2,Black,Even,High,Column 2
3118,20,Dozen 2,Black,Even,High,Column 2
3119,21,Dozen 2,Red,Odd,High,Column 3
3120,22,Dozen 2,Black,Even,High,Column 1
3121,14,Dozen 2,Red,Even,Low,Column 2
3122,31,Dozen 3,Black,Odd,High,Column 1
3123,36,Dozen 3,Red,Even,High,Column 3
3124,30,Dozen 3,Red,Even,High,Column 3
3125,8,Dozen 1,Black,Even,Low,Column 2
3126,12,Dozen 1,Red,Even,Low,Column 3
3127,0,0,0,0,0,0
3128,16,Dozen 2,Red,Even,Low,Column 1
3129,20,Dozen 2,Black,Even,High,Column 2
3130,13,Dozen 2,Black,Odd,Low,Column 1
3131,1,Dozen 1,Red,Odd,Low,Column 1
3132,20,Dozen 2,Black,Even,High,Column 2
3133,7,Dozen 1,Red,Odd,Low,Column 1
3134,11,Dozen 1,Black,Odd,Low,Column 2
3135,4,Dozen 1,Black,Even,Low,Column 1
3136,24,Dozen 2,Black,Even,High,Column 3
3137,31,Dozen 3,Black,Odd,High,Column 1
3138,9,Dozen 1,Red,Odd,Low,Column 3
3139,34,Dozen 3,Red,Even,High,Column 1
3140,24,Dozen 2,Black,Even,High,Column 3
3141,34,Dozen 3,Red,Even,High,Column 1
3142,28,Dozen 3,Black,Even,High,Column 1
3143,21,Dozen 2,Red,Odd,High,Column 3
3144,23,Dozen 2,Red,Odd,High,Column 2
3145,8,Dozen 1,Black,Even,Low,Column 2
3146,14,Dozen 2,Red,Even,Low,Column 2
3147,16,Dozen 2,Red,Even,Low,Column 1
3148,19,Dozen 2,Red,Odd,High,Column 1
3149,34,Dozen 3,Red,Even,High,Column 1
3150,9,Dozen 1,Red,Odd,Low,Column 3
3151,0,0,0,0,0,0
3152,0,0,0,0,0,0
3153,5,Dozen 1,Red,Odd,Low,Column 2
3154,18,Dozen 2,Red,Even,Low,Column 3
3155,5,Dozen 1,Red,Odd,Low,Column 2
3156,30,Dozen 3,Red,Even,High,Column 3
3157,2,Dozen 1,Black,Even,Low,Column 2
3158,26,Dozen 3,Black,Even,High,Column 2
3159,31,Dozen 3,Black,Odd,High,Column 1
3160,21,Dozen 2,Red,Odd,High,Column 3
3161,20,Dozen 2,Black,Even,High,Column 2
3162,35,Dozen 3,Black,Odd,High,Column 2
3163,17,Dozen 2,Black,Odd,Low,Column 2
3164,10,Dozen 1,Black,Even,Low,Column 1
3165,20,Dozen 2,Black,Even,High,Column 2
3166,17,Dozen 2,Black,Odd,Low,Column 2
3167,16,Dozen 2,Red,Even,Low,Column 1
3168,11,Dozen 1,Black,Odd,Low,Column 2
3169,11,Dozen 1,Black,Odd,Low,Column 2
3170,14,Dozen 2,Red,Even,Low,Column 2
3171,16,Dozen 2,Red,Even,Low,Column 1
3172,35,Dozen 3,Black,Odd,High,Column 2
3173,18,Dozen 2,Red,Even,Low,Column 3
3174,2,Dozen 1,Black,Even,Low,Column 2
3175,8,Dozen 1,Black,Even,Low,Column 2
3176,33,Dozen 3,Black,Odd,High,Column 3
3177,11,Dozen 1,Black,Odd,Low,Column 2
3178,8,Dozen 1,Black,Even,Low,Column 2
3179,6,Dozen 1,Black,Even,Low,Column 3
3180,25,Dozen 3,Red,Odd,High,Column 1
3181,21,Dozen 2,Red,Odd,High,Column 3
3182,13,Dozen 2,Black,Odd,Low,Column 1
3183,0,0,0,0,0,0
3184,20,Dozen 2,Black,Even,High,Column 2
3185,32,Dozen 3,Red,Even,High,Column 2
3186,26,Dozen 3,Black,Even,High,Column 2
3187,28,Dozen 3,Black,Even,High,Column 1
3188,18,Dozen 2,Red,Even,Low,Column 3
3189,33,Dozen 3,Black,Odd,High,Column 3
3190,19,Dozen 2,Red,Odd,High,Column 1
3191,11,Dozen 1,Black,Odd,Low,Column 2
3192,2,Dozen 1,Black,Even,Low,Column 2
3193,5,Dozen 1,Red,Odd,Low,Column 2
3194,11,Dozen 1,Black,Odd,Low,Column 2
3195,26,Dozen 3,Black,Even,High,Column 2
3196,20,Dozen 2,Black,Even,High,Column 2
3197,27,Dozen 3,Red,Odd,High,Column 3
3198,14,Dozen 2,Red,Even,Low,Column 2
3199,2,Dozen 1,Black,Even,Low,Column 2
3200,4,Dozen 1,Black,Even,Low,Column 1
3201,9,Dozen 1,Red,Odd,Low,Column 3
3202,18,Dozen 2,Red,Even,Low,Column 3
3203,3,Dozen 1,Red,Odd,Low,Column 3
3204,10,Dozen 1,Black,Even,Low,Column 1
3205,13,Dozen 2,Black,Odd,Low,Column 1
3206,4,Dozen 1,Black,Even,Low,Column 1
3207,12,Dozen 1,Red,Even,Low,Column 3
3208,32,Dozen 3,Red,Even,High,Column 2
3209,30,Dozen 3,Red,Even,High,Column 3
3210,28,Dozen 3,Black,Even,High,Column 1
3211,34,Dozen 3,Red,Even,High,Column 1
3212,27,Dozen 3,Red,Odd,High,Column 3
3213,28,Dozen 3,Black,Even,High,Column 1
3214,8,Dozen 1,Black,Even,Low,Column 2
3215,1,Dozen 1,Red,Odd,Low,Column 1
3216,34,Dozen 3,Red,Even,High,Column 1
3217,17,Dozen 2,Black,Odd,Low,Column 2
3218,28,Dozen 3,Black,Even,High,Column 1
3219,34,Dozen 3,Red,Even,High,Column 1
3220,12,Dozen 1,Red,Even,Low,Column 3
3221,7,Dozen 1,Red,Odd,Low,Column 1
3222,8,Dozen 1,Black,Even,Low,Column 2
3223,33,Dozen 3,Black,Odd,High,Column 3
3224,33,Dozen 3,Black,Odd,High,Column 3
3225,31,Dozen 3,Black,Odd,High,Column 1
3226,30,Dozen 3,Red,Even,High,Column 3
3227,20,Dozen 2,Black,Even,High,Column 2
3228,17,Dozen 2,Black,Odd,Low,Column 2
3229,24,Dozen 2,Black,Even,High,Column 3
3230,27,Dozen 3,Red,Odd,High,Column 3
3231,5,Dozen 1,Red,Odd,Low,Column 2
3232,35,Dozen 3,Black,Odd,High,Column 2
3233,24,Dozen 2,Black,Even,High,Column 3
3234,10,Dozen 1,Black,Even,Low,Column 1
3235,28,Dozen 3,Black,Even,High,Column 1
3236,35,Dozen 3,Black,Odd,High,Column 2
3237,12,Dozen 1,Red,Even,Low,Column 3
3238,23,Dozen 2,Red,Odd,High,Column 2
3239,4,Dozen 1,Black,Even,Low,Column 1
3240,26,Dozen 3,Black,Even,High,Column 2
3241,23,Dozen 2,Red,Odd,High,Column 2
3242,24,Dozen 2,Black,Even,High,Column 3
3243,1,Dozen 1,Red,Odd,Low,Column 1
3244,25,Dozen 3,Red,Odd,High,Column 1
3245,11,Dozen 1,Black,Odd,Low,Column 2
3246,27,Dozen 3,Red,Odd,High,Column 3
3247,2,Dozen 1,Black,Even,Low,Column 2
3248,9,Dozen 1,Red,Odd,Low,Column 3
3249,6,Dozen 1,Black,Even,Low,Column 3
3250,19,Dozen 2,Red,Odd,High,Column 1
3251,25,Dozen 3,Red,Odd,High,Column 1
3252,1,Dozen 1,Red,Odd,Low,Column 1
3253,21,Dozen 2,Red,Odd,High,Column 3
3254,16,Dozen 2,Red,Even,Low,Column 1
3255,30,Dozen 3,Red,Even,High,Column 3
3256,2,Dozen 1,Black,Even,Low,Column 2
3257,15,Dozen 2,Black,Odd,Low,Column 3
3258,23,Dozen 2,Red,Odd,High,Column 2
3259,2,Dozen 1,Black,Even,Low,Column 2
3260,12,Dozen 1,Red,Even,Low,Column 3
3261,32,Dozen 3,Red,Even,High,Column 2
3262,1,Dozen 1,Red,Odd,Low,Column 1
3263,25,Dozen 3,Red,Odd,High,Column 1
3264,23,Dozen 2,Red,Odd,High,Column 2
3265,8,Dozen 1,Black,Even,Low,Column 2
3266,16,Dozen 2,Red,Even,Low,Column 1
3267,33,Dozen 3,Black,Odd,High,Column 3
3268,34,Dozen 3,Red,Even,High,Column 1
3269,18,Dozen 2,Red,Even,Low,Column 3
3270,30,Dozen 3,Red,Even,High,Column 3
3271,14,Dozen 2,Red,Even,Low,Column 2
3272,6,Dozen 1,Black,Even,Low,Column 3
3273,8,Dozen 1,Black,Even,Low,Column 2
3274,1,Dozen 1,Red,Odd,Low,Column 1
3275,26,Dozen 3,Black,Even,High,Column 2
3276,26,Dozen 3,Black,Even,High,Column 2
3277,33,Dozen 3,Black,Odd,High,Column 3
3278,29,Dozen 3,Black,Odd,High,Column 2
3279,9,Dozen 1,Red,Odd,Low,Column 3
3280,14,Dozen 2,Red,Even,Low,Column 2
3281,3,Dozen 1,Red,Odd,Low,Column 3
3282,20,Dozen 2,Black,Even,High,Column 2
3283,25,Dozen 3,Red,Odd,High,Column 1
3284,34,Dozen 3,Red,Even,High,Column 1
3285,36,Dozen 3,Red,Even,High,Column 3
3286,17,Dozen 2,Black,Odd,Low,Column 2
3287,28,Dozen 3,Black,Even,High,Column 1
3288,23,Dozen 2,Red,Odd,High,Column 2
3289,18,Dozen 2,Red,Even,Low,Column 3
3290,16,Dozen 2,Red,Even,Low,Column 1
3291,31,Dozen 3,Black,Odd,High,Column 1
3292,30,Dozen 3,Red,Even,High,Column 3
3293,2,Dozen 1,Black,Even,Low,Column 2
3294,0,0,0,0,0,0
3295,4,Dozen 1,Black,Even,Low,Column 1
3296,22,Dozen 2,Black,Even,High,Column 1
3297,29,Dozen 3,Black,Odd,High,Column 2
3298,10,Dozen 1,Black,Even,Low,Column 1
3299,21,Dozen 2,Red,Odd,High,Column 3
3300,29,Dozen 3,Black,Odd,High,Column 2
3301,9,Dozen 1,Red,Odd,Low,Column 3
3302,2,Dozen 1,Black,Even,Low,Column 2
3303,14,Dozen 2,Red,Even,Low,Column 2
3304,27,Dozen 3,Red,Odd,High,Column 3
3305,3,Dozen 1,Red,Odd,Low,Column 3
3306,33,Dozen 3,Black,Odd,High,Column 3
3307,4,Dozen 1,Black,Even,Low,Column 1
3308,17,Dozen 2,Black,Odd,Low,Column 2
3309,18,Dozen 2,Red,Even,Low,Column 3
3310,28,Dozen 3,Black,Even,High,Column 1
3311,28,Dozen 3,Black,Even,High,Column 1
3312,8,Dozen 1,Black,Even,Low,Column 2
3313,11,Dozen 1,Black,Odd,Low,Column 2
3314,15,Dozen 2,Black,Odd,Low,Column 3
3315,3,Dozen 1,Red,Odd,Low,Column 3
3316,13,Dozen 2,Black,Odd,Low,Column 1
3317,7,Dozen 1,Red,Odd,Low,Column 1
3318,6,Dozen 1,Black,Even,Low,Column 3
3319,29,Dozen 3,Black,Odd,High,Column 2
3320,14,Dozen 2,Red,Even,Low,Column 2
3321,30,Dozen 3,Red,Even,High,Column 3
3322,3,Dozen 1,Red,Odd,Low,Column 3
3323,4,Dozen 1,Black,Even,Low,Column 1
3324,23,Dozen 2,Red,Odd,High,Column 2
3325,14,Dozen 2,Red,Even,Low,Column 2
3326,34,Dozen 3,Red,Even,High,Column 1
3327,16,Dozen 2,Red,Even,Low,Column 1
3328,23,Dozen 2,Red,Odd,High,Column 2
3329,12,Dozen 1,Red,Even,Low,Column 3
3330,36,Dozen 3,Red,Even,High,Column 3
3331,10,Dozen 1,Black,Even,Low,Column 1
3332,11,Dozen 1,Black,Odd,Low,Column 2
3333,3,Dozen 1,Red,Odd,Low,Column 3
3334,2,Dozen 1,Black,Even,Low,Column 2
3335,10,Dozen 1,Black,Even,Low,Column 1
3336,29,Dozen 3,Black,Odd,High,Column 2
3337,11,Dozen 1,Black,Odd,Low,Column 2
3338,11,Dozen 1,Black,Odd,Low,Column 2
3339,14,Dozen 2,Red,Even,Low,Column 2
3340,18,Dozen 2,Red,Even,Low,Column 3
3341,30,Dozen 3,Red,Even,High,Column 3
3342,20,Dozen 2,Black,Even,High,Column 2
3343,1,Dozen 1,Red,Odd,Low,Column 1
3344,10,Dozen 1,Black,Even,Low,Column 1
3345,11,Dozen 1,Black,Odd,Low,Column 2
3346,30,Dozen 3,Red,Even,High,Column 3
3347,17,Dozen 2,Black,Odd,Low,Column 2
3348,20,Dozen 2,Black,Even,High,Column 2
3349,21,Dozen 2,Red,Odd,High,Column 3
3350,35,Dozen 3,Black,Odd,High,Column 2
3351,2,Dozen 1,Black,Even,Low,Column 2
3352,18,Dozen 2,Red,Even,Low,Column 3
3353,15,Dozen 2,Black,Odd,Low,Column 3
3354,1,Dozen 1,Red,Odd,Low,Column 1
3355,8,Dozen 1,Black,Even,Low,Column 2
3356,36,Dozen 3,Red,Even,High,Column 3
3357,1,Dozen 1,Red,Odd,Low,Column 1
3358,20,Dozen 2,Black,Even,High,Column 2
3359,19,Dozen 2,Red,Odd,High,Column 1
3360,10,Dozen 1,Black,Even,Low,Column 1
3361,13,Dozen 2,Black,Odd,Low,Column 1
3362,30,Dozen 3,Red,Even,High,Column 3
3363,21,Dozen 2,Red,Odd,High,Column 3
3364,11,Dozen 1,Black,Odd,Low,Column 2
3365,33,Dozen 3,Black,Odd,High,Column 3
3366,4,Dozen 1,Black,Even,Low,Column 1
3367,1,Dozen 1,Red,Odd,Low,Column 1
3368,25,Dozen 3,Red,Odd,High,Column 1
3369,9,Dozen 1,Red,Odd,Low,Column 3
3370,15,Dozen 2,Black,Odd,Low,Column 3
3371,25,Dozen 3,Red,Odd,High,Column 1
3372,5,Dozen 1,Red,Odd,Low,Column 2
3373,11,Dozen 1,Black,Odd,Low,Column 2
3374,16,Dozen 2,Red,Even,Low,Column 1
3375,19,Dozen 2,Red,Odd,High,Column 1
3376,18,Dozen 2,Red,Even,Low,Column 3
3377,18,Dozen 2,Red,Even,Low,Column 3
3378,11,Dozen 1,Black,Odd,Low,Column 2
3379,9,Dozen 1,Red,Odd,Low,Column 3
