,Zahl,Dozen,Black/Red,Even/Odd,High/Low,Column
563,15,Dozen 2,Black,Odd,Low,Column 3
564,3,Dozen 1,Red,Odd,Low,Column 3
565,7,Dozen 1,Red,Odd,Low,Column 1
566,26,Dozen 3,Black,Even,High,Column 2
567,20,Dozen 2,Black,Even,High,Column 2
568,4,Dozen 1,Black,Even,Low,Column 1
569,20,Dozen 2,Black,Even,High,Column 2
570,25,Dozen 3,Red,Odd,High,Column 1
571,36,Dozen 3,Red,Even,High,Column 3
572,21,Dozen 2,Red,Odd,High,Column 3
573,18,Dozen 2,Red,Even,Low,Column 3
574,8,Dozen 1,Black,Even,Low,Column 2
575,31,Dozen 3,Black,Odd,High,Column 1
576,1,Dozen 1,Red,Odd,Low,Column 1
577,7,Dozen 1,Red,Odd,Low,Column 1
578,11,Dozen 1,Black,Odd,Low,Column 2
579,35,Dozen 3,Black,Odd,High,Column 2
580,1,Dozen 1,Red,Odd,Low,Column 1
581,6,Dozen 1,Black,Even,Low,Column 3
582,3,Dozen 1,Red,Odd,Low,Column 3
583,2,Dozen 1,Black,Even,Low,Column 2
584,17,Dozen 2,Black,Odd,Low,Column 2
585,0,0,0,0,0,0
586,19,Dozen 2,Red,Odd,High,Column 1
587,1,Dozen 1,Red,Odd,Low,Column 1
588,36,Dozen 3,Red,Even,High,Column 3
589,30,Dozen 3,Red,Even,High,Column 3
590,7,Dozen 1,Red,Odd,Low,Column 1
591,24,Dozen 2,Black,Even,High,Column 3
592,7,Dozen 1,Red,Odd,Low,Column 1
593,14,Dozen 2,Red,Even,Low,Column 2
594,0,0,0,0,0,0
595,17,Dozen 2,Black,Odd,Low,Column 2
596,6,Dozen 1,Black,Even,Low,Column 3
597,22,Dozen 2,Black,Even,High,Column 1
598,33,Dozen 3,Black,Odd,High,Column 3
599,7,Dozen 1,Red,Odd,Low,Column 1
600,1,Dozen 1,Red,Odd,Low,Column 1
601,14,Dozen 2,Red,Even,Low,Column 2
602,36,Dozen 3,Red,Even,High,Column 3
603,7,Dozen 1,Red,Odd,Low,Column 1
604,36,Dozen 3,Red,Even,High,Column 3
605,18,Dozen 2,Red,Even,Low,Column 3
606,4,Dozen 1,Black,Even,Low,Column 1
607,27,Dozen 3,Red,Odd,High,Column 3
608,0,0,0,0,0,0
609,29,Dozen 3,Black,Odd,High,Column 2
610,29,Dozen 3,Black,Odd,High,Column 2
611,6,Dozen 1,Black,Even,Low,Column 3
612,2,Dozen 1,Black,Even,Low,Column 2
613,17,Dozen 2,Black,Odd,Low,Column 2
614,27,Dozen 3,Red,Odd,High,Column 3
615,14,Dozen 2,Red,Even,Low,Column 2
616,8,Dozen 1,Black,Even,Low,Column 2
617,5,Dozen 1,Red,Odd,Low,Column 2
618,16,Dozen 2,Red,Even,Low,Column 1
619,21,Dozen 2,Red,Odd,High,Column 3
620,31,Dozen 3,Black,Odd,High,Column 1
621,26,Dozen 3,Black,Even,High,Column 2
622,9,Dozen 1,Red,Odd,Low,Column 3
623,7,Dozen 1,Red,Odd,Low,Column 1
624,20,Dozen 2,Black,Even,High,Column 2
625,15,Dozen 2,Black,Odd,Low,Column 3
626,25,Dozen 3,Red,Odd,High,Column 1
627,18,Dozen 2,Red,Even,Low,Column 3
628,28,Dozen 3,Black,Even,High,Column 1
629,3,Dozen 1,Red,Odd,Low,Column 3
630,27,Dozen 3,Red,Odd,High,Column 3
631,5,Dozen 1,Red,Odd,Low,Column 2
632,12,Dozen 1,Red,Even,Low,Column 3
633,18,Dozen 2,Red,Even,Low,Column 3
634,19,Dozen 2,Red,Odd,High,Column 1
635,34,Dozen 3,Red,Even,High,Column 1
636,26,Dozen 3,Black,Even,High,Column 2
637,9,Dozen 1,Red,Odd,Low,Column 3
638,5,Dozen 1,Red,Odd,Low,Column 2
639,1,Dozen 1,Red,Odd,Low,Column 1
640,17,Dozen 2,Black,Odd,Low,Column 2
641,31,Dozen 3,Black,Odd,High,Column 1
642,32,Dozen 3,Red,Even,High,Column 2
643,21,Dozen 2,Red,Odd,High,Column 3
644,16,Dozen 2,Red,Even,Low,Column 1
645,32,Dozen 3,Red,Even,High,Column 2
646,35,Dozen 3,Black,Odd,High,Column 2
647,1,Dozen 1,Red,Odd,Low,Column 1
648,35,Dozen 3,Black,Odd,High,Column 2
649,14,Dozen 2,Red,Even,Low,Column 2
650,32,Dozen 3,Red,Even,High,Column 2
651,11,Dozen 1,Black,Odd,Low,Column 2
652,22,Dozen 2,Black,Even,High,Column 1
653,36,Dozen 3,Red,Even,High,Column 3
654,22,Dozen 2,Black,Even,High,Column 1
655,7,Dozen 1,Red,Odd,Low,Column 1
656,32,Dozen 3,Red,Even,High,Column 2
657,26,Dozen 3,Black,Even,High,Column 2
658,21,Dozen 2,Red,Odd,High,Column 3
659,33,Dozen 3,Black,Odd,High,Column 3
660,4,Dozen 1,Black,Even,Low,Column 1
661,24,Dozen 2,Black,Even,High,Column 3
662,18,Dozen 2,Red,Even,Low,Column 3
663,36,Dozen 3,Red,Even,High,Column 3
664,0,0,0,0,0,0
665,4,Dozen 1,Black,Even,Low,Column 1
666,30,Dozen 3,Red,Even,High,Column 3
667,25,Dozen 3,Red,Odd,High,Column 1
668,4,Dozen 1,Black,Even,Low,Column 1
669,2,Dozen 1,Black,Even,Low,Column 2
670,31,Dozen 3,Black,Odd,High,Column 1
671,26,Dozen 3,Black,Even,High,Column 2
672,28,Dozen 3,Black,Even,High,Column 1
673,3,Dozen 1,Red,Odd,Low,Column 3
674,36,Dozen 3,Red,Even,High,Column 3
675,28,Dozen 3,Black,Even,High,Column 1
676,35,Dozen 3,Black,Odd,High,Column 2
677,2,Dozen 1,Black,Even,Low,Column 2
678,33,Dozen 3,Black,Odd,High,Column 3
679,9,Dozen 1,Red,Odd,Low,Column 3
680,16,Dozen 2,Red,Even,Low,Column 1
681,7,Dozen 1,Red,Odd,Low,Column 1
682,15,Dozen 2,Black,Odd,Low,Column 3
683,23,Dozen 2,Red,Odd,High,Column 2
684,34,Dozen 3,Red,Even,High,Column 1
685,36,Dozen 3,Red,Even,High,Column 3
686,18,Dozen 2,Red,Even,Low,Column 3
687,12,Dozen 1,Red,Even,Low,Column 3
688,6,Dozen 1,Black,Even,Low,Column 3
689,24,Dozen 2,Black,Even,High,Column 3
690,30,Dozen 3,Red,Even,High,Column 3
691,24,Dozen 2,Black,Even,High,Column 3
692,34,Dozen 3,Red,Even,High,Column 1
693,21,Dozen 2,Red,Odd,High,Column 3
694,10,Dozen 1,Black,Even,Low,Column 1
695,24,Dozen 2,Black,Even,High,Column 3
696,6,Dozen 1,Black,Even,Low,Column 3
697,23,Dozen 2,Red,Odd,High,Column 2
698,3,Dozen 1,Red,Odd,Low,Column 3
699,6,Dozen 1,Black,Even,Low,Column 3
700,6,Dozen 1,Black,Even,Low,Column 3
701,5,Dozen 1,Red,Odd,Low,Column 2
702,4,Dozen 1,Black,Even,Low,Column 1
703,16,Dozen 2,Red,Even,Low,Column 1
704,10,Dozen 1,Black,Even,Low,Column 1
705,11,Dozen 1,Black,Odd,Low,Column 2
706,34,Dozen 3,Red,Even,High,Column 1
707,35,Dozen 3,Black,Odd,High,Column 2
708,4,Dozen 1,Black,Even,Low,Column 1
709,20,Dozen 2,Black,Even,High,Column 2
710,32,Dozen 3,Red,Even,High,Column 2
711,14,Dozen 2,Red,Even,Low,Column 2
712,15,Dozen 2,Black,Odd,Low,Column 3
713,8,Dozen 1,Black,Even,Low,Column 2
714,12,Dozen 1,Red,Even,Low,Column 3
715,19,Dozen 2,Red,Odd,High,Column 1
716,9,Dozen 1,Red,Odd,Low,Column 3
717,13,Dozen 2,Black,Odd,Low,Column 1
718,32,Dozen 3,Red,Even,High,Column 2
719,5,Dozen 1,Red,Odd,Low,Column 2
720,5,Dozen 1,Red,Odd,Low,Column 2
721,22,Dozen 2,Black,Even,High,Column 1
722,29,Dozen 3,Black,Odd,High,Column 2
723,25,Dozen 3,Red,Odd,High,Column 1
724,16,Dozen 2,Red,Even,Low,Column 1
725,10,Dozen 1,Black,Even,Low,Column 1
726,20,Dozen 2,Black,Even,High,Column 2
727,23,Dozen 2,Red,Odd,High,Column 2
728,24,Dozen 2,Black,Even,High,Column 3
729,32,Dozen 3,Red,Even,High,Column 2
730,22,Dozen 2,Black,Even,High,Column 1
731,29,Dozen 3,Black,Odd,High,Column 2
732,0,0,0,0,0,0
733,0,0,0,0,0,0
734,17,Dozen 2,Black,Odd,Low,Column 2
735,16,Dozen 2,Red,Even,Low,Column 1
736,25,Dozen 3,Red,Odd,High,Column 1
737,9,Dozen 1,Red,Odd,Low,Column 3
738,35,Dozen 3,Black,Odd,High,Column 2
739,17,Dozen 2,Black,Odd,Low,Column 2
740,4,Dozen 1,Black,Even,Low,Column 1
741,23,Dozen 2,Red,Odd,High,Column 2
742,13,Dozen 2,Black,Odd,Low,Column 1
743,25,Dozen 3,Red,Odd,High,Column 1
744,26,Dozen 3,Black,Even,High,Column 2
745,32,Dozen 3,Red,Even,High,Column 2
746,27,Dozen 3,Red,Odd,High,Column 3
747,34,Dozen 3,Red,Even,High,Column 1
748,18,Dozen 2,Red,Even,Low,Column 3
749,6,Dozen 1,Black,Even,Low,Column 3
750,31,Dozen 3,Black,Odd,High,Column 1
751,16,Dozen 2,Red,Even,Low,Column 1
752,1,Dozen 1,Red,Odd,Low,Column 1
753,1,Dozen 1,Red,Odd,Low,Column 1
754,33,Dozen 3,Black,Odd,High,Column 3
755,31,Dozen 3,Black,Odd,High,Column 1
756,14,Dozen 2,Red,Even,Low,Column 2
757,3,Dozen 1,Red,Odd,Low,Column 3
758,20,Dozen 2,Black,Even,High,Column 2
759,27,Dozen 3,Red,Odd,High,Column 3
760,17,Dozen 2,Black,Odd,Low,Column 2
761,1,Dozen 1,Red,Odd,Low,Column 1
762,34,Dozen 3,Red,Even,High,Column 1
763,12,Dozen 1,Red,Even,Low,Column 3
764,36,Dozen 3,Red,Even,High,Column 3
765,2,Dozen 1,Black,Even,Low,Column 2
766,4,Dozen 1,Black,Even,Low,Column 1
767,9,Dozen 1,Red,Odd,Low,Column 3
768,7,Dozen 1,Red,Odd,Low,Column 1
769,5,Dozen 1,Red,Odd,Low,Column 2
770,1,Dozen 1,Red,Odd,Low,Column 1
771,20,Dozen 2,Black,Even,High,Column 2
772,4,Dozen 1,Black,Even,Low,Column 1
773,18,Dozen 2,Red,Even,Low,Column 3
774,4,Dozen 1,Black,Even,Low,Column 1
775,0,0,0,0,0,0
776,15,Dozen 2,Black,Odd,Low,Column 3
777,10,Dozen 1,Black,Even,Low,Column 1
778,34,Dozen 3,Red,Even,High,Column 1
779,36,Dozen 3,Red,Even,High,Column 3
780,23,Dozen 2,Red,Odd,High,Column 2
781,1,Dozen 1,Red,Odd,Low,Column 1
782,20,Dozen 2,Black,Even,High,Column 2
783,27,Dozen 3,Red,Odd,High,Column 3
784,15,Dozen 2,Black,Odd,Low,Column 3
785,22,Dozen 2,Black,Even,High,Column 1
786,18,Dozen 2,Red,Even,Low,Column 3
787,9,Dozen 1,Red,Odd,Low,Column 3
788,33,Dozen 3,Black,Odd,High,Column 3
789,28,Dozen 3,Black,Even,High,Column 1
790,16,Dozen 2,Red,Even,Low,Column 1
791,30,Dozen 3,Red,Even,High,Column 3
792,30,Dozen 3,Red,Even,High,Column 3
793,34,Dozen 3,Red,Even,High,Column 1
794,9,Dozen 1,Red,Odd,Low,Column 3
795,19,Dozen 2,Red,Odd,High,Column 1
796,36,Dozen 3,Red,Even,High,Column 3
797,32,Dozen 3,Red,Even,High,Column 2
798,28,Dozen 3,Black,Even,High,Column 1
799,32,Dozen 3,Red,Even,High,Column 2
800,31,Dozen 3,Black,Odd,High,Column 1
801,25,Dozen 3,Red,Odd,High,Column 1
802,14,Dozen 2,Red,Even,Low,Column 2
803,33,Dozen 3,Black,Odd,High,Column 3
804,15,Dozen 2,Black,Odd,Low,Column 3
805,22,Dozen 2,Black,Even,High,Column 1
806,2,Dozen 1,Black,Even,Low,Column 2
807,16,Dozen 2,Red,Even,Low,Column 1
808,18,Dozen 2,Red,Even,Low,Column 3
809,14,Dozen 2,Red,Even,Low,Column 2
810,25,Dozen 3,Red,Odd,High,Column 1
811,20,Dozen 2,Black,Even,High,Column 2
812,25,Dozen 3,Red,Odd,High,Column 1
813,11,Dozen 1,Black,Odd,Low,Column 2
814,10,Dozen 1,Black,Even,Low,Column 1
815,0,0,0,0,0,0
816,3,Dozen 1,Red,Odd,Low,Column 3
817,16,Dozen 2,Red,Even,Low,Column 1
818,14,Dozen 2,Red,Even,Low,Column 2
819,9,Dozen 1,Red,Odd,Low,Column 3
820,17,Dozen 2,Black,Odd,Low,Column 2
821,2,Dozen 1,Black,Even,Low,Column 2
822,18,Dozen 2,Red,Even,Low,Column 3
823,20,Dozen 2,Black,Even,High,Column 2
824,8,Dozen 1,Black,Even,Low,Column 2
825,35,Dozen 3,Black,Odd,High,Column 2
826,1,Dozen 1,Red,Odd,Low,Column 1
827,1,Dozen 1,Red,Odd,Low,Column 1
828,3,Dozen 1,Red,Odd,Low,Column 3
829,8,Dozen 1,Black,Even,Low,Column 2
830,18,Dozen 2,Red,Even,Low,Column 3
831,32,Dozen 3,Red,Even,High,Column 2
832,29,Dozen 3,Black,Odd,High,Column 2
833,2,Dozen 1,Black,Even,Low,Column 2
834,23,Dozen 2,Red,Odd,High,Column 2
835,2,Dozen 1,Black,Even,Low,Column 2
836,7,Dozen 1,Red,Odd,Low,Column 1
837,12,Dozen 1,Red,Even,Low,Column 3
838,28,Dozen 3,Black,Even,High,Column 1
839,22,Dozen 2,Black,Even,High,Column 1
840,26,Dozen 3,Black,Even,High,Column 2
841,15,Dozen 2,Black,Odd,Low,Column 3
842,29,Dozen 3,Black,Odd,High,Column 2
843,7,Dozen 1,Red,Odd,Low,Column 1
844,6,Dozen 1,Black,Even,Low,Column 3
845,3,Dozen 1,Red,Odd,Low,Column 3
846,34,Dozen 3,Red,Even,High,Column 1
847,24,Dozen 2,Black,Even,High,Column 3
848,25,Dozen 3,Red,Odd,High,Column 1
849,1,Dozen 1,Red,Odd,Low,Column 1
850,31,Dozen 3,Black,Odd,High,Column 1
851,16,Dozen 2,Red,Even,Low,Column 1
852,8,Dozen 1,Black,Even,Low,Column 2
853,11,Dozen 1,Black,Odd,Low,Column 2
854,16,Dozen 2,Red,Even,Low,Column 1
855,5,Dozen 1,Red,Odd,Low,Column 2
856,34,Dozen 3,Red,Even,High,Column 1
857,30,Dozen 3,Red,Even,High,Column 3
858,28,Dozen 3,Black,Even,High,Column 1
859,20,Dozen 2,Black,Even,High,Column 2
860,5,Dozen 1,Red,Odd,Low,Column 2
861,25,Dozen 3,Red,Odd,High,Column 1
862,30,Dozen 3,Red,Even,High,Column 3
863,33,Dozen 3,Black,Odd,High,Column 3
864,23,Dozen 2,Red,Odd,High,Column 2
865,17,Dozen 2,Black,Odd,Low,Column 2
866,11,Dozen 1,Black,Odd,Low,Column 2
867,0,0,0,0,0,0
868,21,Dozen 2,Red,Odd,High,Column 3
869,22,Dozen 2,Black,Even,High,Column 1
870,14,Dozen 2,Red,Even,Low,Column 2
871,15,Dozen 2,Black,Odd,Low,Column 3
872,15,Dozen 2,Black,Odd,Low,Column 3
873,28,Dozen 3,Black,Even,High,Column 1
874,21,Dozen 2,Red,Odd,High,Column 3
875,18,Dozen 2,Red,Even,Low,Column 3
876,18,Dozen 2,Red,Even,Low,Column 3
877,14,Dozen 2,Red,Even,Low,Column 2
878,0,0,0,0,0,0
879,22,Dozen 2,Black,Even,High,Column 1
880,31,Dozen 3,Black,Odd,High,Column 1
881,29,Dozen 3,Black,Odd,High,Column 2
882,31,Dozen 3,Black,Odd,High,Column 1
883,17,Dozen 2,Black,Odd,Low,Column 2
884,7,Dozen 1,Red,Odd,Low,Column 1
885,4,Dozen 1,Black,Even,Low,Column 1
886,14,Dozen 2,Red,Even,Low,Column 2
887,2,Dozen 1,Black,Even,Low,Column 2
888,36,Dozen 3,Red,Even,High,Column 3
889,3,Dozen 1,Red,Odd,Low,Column 3
890,22,Dozen 2,Black,Even,High,Column 1
891,19,Dozen 2,Red,Odd,High,Column 1
892,31,Dozen 3,Black,Odd,High,Column 1
893,32,Dozen 3,Red,Even,High,Column 2
894,6,Dozen 1,Black,Even,Low,Column 3
895,25,Dozen 3,Red,Odd,High,Column 1
896,10,Dozen 1,Black,Even,Low,Column 1
897,5,Dozen 1,Red,Odd,Low,Column 2
898,18,Dozen 2,Red,Even,Low,Column 3
899,15,Dozen 2,Black,Odd,Low,Column 3
900,1,Dozen 1,Red,Odd,Low,Column 1
901,33,Dozen 3,Black,Odd,High,Column 3
902,6,Dozen 1,Black,Even,Low,Column 3
903,25,Dozen 3,Red,Odd,High,Column 1
904,0,0,0,0,0,0
905,23,Dozen 2,Red,Odd,High,Column 2
906,28,Dozen 3,Black,Even,High,Column 1
907,20,Dozen 2,Black,Even,High,Column 2
908,25,Dozen 3,Red,Odd,High,Column 1
909,27,Dozen 3,Red,Odd,High,Column 3
910,13,Dozen 2,Black,Odd,Low,Column 1
911,7,Dozen 1,Red,Odd,Low,Column 1
912,6,Dozen 1,Black,Even,Low,Column 3
913,3,Dozen 1,Red,Odd,Low,Column 3
914,5,Dozen 1,Red,Odd,Low,Column 2
915,29,Dozen 3,Black,Odd,High,Column 2
916,27,Dozen 3,Red,Odd,High,Column 3
917,35,Dozen 3,Black,Odd,High,Column 2
918,36,Dozen 3,Red,Even,High,Column 3
919,16,Dozen 2,Red,Even,Low,Column 1
920,35,Dozen 3,Black,Odd,High,Column 2
921,8,Dozen 1,Black,Even,Low,Column 2
922,24,Dozen 2,Black,Even,High,Column 3
923,19,Dozen 2,Red,Odd,High,Column 1
924,5,Dozen 1,Red,Odd,Low,Column 2
925,26,Dozen 3,Black,Even,High,Column 2
926,32,Dozen 3,Red,Even,High,Column 2
927,24,Dozen 2,Black,Even,High,Column 3
928,10,Dozen 1,Black,Even,Low,Column 1
929,34,Dozen 3,Red,Even,High,Column 1
930,10,Dozen 1,Black,Even,Low,Column 1
931,25,Dozen 3,Red,Odd,High,Column 1
932,30,Dozen 3,Red,Even,High,Column 3
933,15,Dozen 2,Black,Odd,Low,Column 3
934,27,Dozen 3,Red,Odd,High,Column 3
935,14,Dozen 2,Red,Even,Low,Column 2
936,19,Dozen 2,Red,Odd,High,Column 1
937,18,Dozen 2,Red,Even,Low,Column 3
938,28,Dozen 3,Black,Even,High,Column 1
939,2,Dozen 1,Black,Even,Low,Column 2
940,7,Dozen 1,Red,Odd,Low,Column 1
941,8,Dozen 1,Black,Even,Low,Column 2
942,23,Dozen 2,Red,Odd,High,Column 2
943,13,Dozen 2,Black,Odd,Low,Column 1
944,18,Dozen 2,Red,Even,Low,Column 3
945,3,Dozen 1,Red,Odd,Low,Column 3
946,3,Dozen 1,Red,Odd,Low,Column 3
947,17,Dozen 2,Black,Odd,Low,Column 2
948,17,Dozen 2,Black,Odd,Low,Column 2
949,0,0,0,0,0,0
950,18,Dozen 2,Red,Even,Low,Column 3
951,28,Dozen 3,Black,Even,High,Column 1
952,2,Dozen 1,Black,Even,Low,Column 2
953,23,Dozen 2,Red,Odd,High,Column 2
954,36,Dozen 3,Red,Even,High,Column 3
955,9,Dozen 1,Red,Odd,Low,Column 3
956,8,Dozen 1,Black,Even,Low,Column 2
957,28,Dozen 3,Black,Even,High,Column 1
958,0,0,0,0,0,0
959,11,Dozen 1,Black,Odd,Low,Column 2
960,17,Dozen 2,Black,Odd,Low,Column 2
961,17,Dozen 2,Black,Odd,Low,Column 2
962,21,Dozen 2,Red,Odd,High,Column 3
963,18,Dozen 2,Red,Even,Low,Column 3
964,11,Dozen 1,Black,Odd,Low,Column 2
965,0,0,0,0,0,0
966,22,Dozen 2,Black,Even,High,Column 1
967,8,Dozen 1,Black,Even,Low,Column 2
968,6,Dozen 1,Black,Even,Low,Column 3
969,31,Dozen 3,Black,Odd,High,Column 1
970,32,Dozen 3,Red,Even,High,Column 2
971,1,Dozen 1,Red,Odd,Low,Column 1
972,14,Dozen 2,Red,Even,Low,Column 2
973,28,Dozen 3,Black,Even,High,Column 1
974,25,Dozen 3,Red,Odd,High,Column 1
975,8,Dozen 1,Black,Even,Low,Column 2
976,11,Dozen 1,Black,Odd,Low,Column 2
977,6,Dozen 1,Black,Even,Low,Column 3
978,24,Dozen 2,Black,Even,High,Column 3
979,10,Dozen 1,Black,Even,Low,Column 1
980,15,Dozen 2,Black,Odd,Low,Column 3
981,28,Dozen 3,Black,Even,High,Column 1
982,13,Dozen 2,Black,Odd,Low,Column 1
983,11,Dozen 1,Black,Odd,Low,Column 2
984,24,Dozen 2,Black,Even,High,Column 3
985,6,Dozen 1,Black,Even,Low,Column 3
986,31,Dozen 3,Black,Odd,High,Column 1
987,14,Dozen 2,Red,Even,Low,Column 2
988,36,Dozen 3,Red,Even,High,Column 3
989,28,Dozen 3,Black,Even,High,Column 1
990,31,Dozen 3,Black,Odd,High,Column 1
991,36,Dozen 3,Red,Even,High,Column 3
992,17,Dozen 2,Black,Odd,Low,Column 2
993,24,Dozen 2,Black,Even,High,Column 3
994,25,Dozen 3,Red,Odd,High,Column 1
995,30,Dozen 3,Red,Even,High,Column 3
996,20,Dozen 2,Black,Even,High,Column 2
997,12,Dozen 1,Red,Even,Low,Column 3
998,27,Dozen 3,Red,Odd,High,Column 3
999,18,Dozen 2,Red,Even,Low,Column 3
1000,18,Dozen 2,Red,Even,Low,Column 3
1001,8,Dozen 1,Black,Even,Low,Column 2
1002,22,Dozen 2,Black,Even,High,Column 1
1003,33,Dozen 3,Black,Odd,High,Column 3
1004,11,Dozen 1,Black,Odd,Low,Column 2
1005,9,Dozen 1,Red,Odd,Low,Column 3
1006,0,0,0,0,0,0
1007,0,0,0,0,0,0
1008,24,Dozen 2,Black,Even,High,Column 3
1009,9,Dozen 1,Red,Odd,Low,Column 3
1010,26,Dozen 3,Black,Even,High,Column 2
1011,10,Dozen 1,Black,Even,Low,Column 1
1012,25,Dozen 3,Red,Odd,High,Column 1
1013,5,Dozen 1,Red,Odd,Low,Column 2
1014,29,Dozen 3,Black,Odd,High,Column 2
1015,6,Dozen 1,Black,Even,Low,Column 3
1016,16,Dozen 2,Red,Even,Low,Column 1
1017,4,Dozen 1,Black,Even,Low,Column 1
1018,1,Dozen 1,Red,Odd,Low,Column 1
1019,13,Dozen 2,Black,Odd,Low,Column 1
1020,12,Dozen 1,Red,Even,Low,Column 3
1021,6,Dozen 1,Black,Even,Low,Column 3
1022,7,Dozen 1,Red,Odd,Low,Column 1
1023,19,Dozen 2,Red,Odd,High,Column 1
1024,5,Dozen 1,Red,Odd,Low,Column 2
1025,14,Dozen 2,Red,Even,Low,Column 2
1026,9,Dozen 1,Red,Odd,Low,Column 3
1027,27,Dozen 3,Red,Odd,High,Column 3
1028,8,Dozen 1,Black,Even,Low,Column 2
1029,23,Dozen 2,Red,Odd,High,Column 2
1030,4,Dozen 1,Black,Even,Low,Column 1
1031,7,Dozen 1,Red,Odd,Low,Column 1
1032,4,Dozen 1,Black,Even,Low,Column 1
1033,7,Dozen 1,Red,Odd,Low,Column 1
1034,25,Dozen 3,Red,Odd,High,Column 1
1035,35,Dozen 3,Black,Odd,High,Column 2
1036,6,Dozen 1,Black,Even,Low,Column 3
1037,28,Dozen 3,Black,Even,High,Column 1
1038,4,Dozen 1,Black,Even,Low,Column 1
1039,5,Dozen 1,Red,Odd,Low,Column 2
1040,23,Dozen 2,Red,Odd,High,Column 2
1041,30,Dozen 3,Red,Even,High,Column 3
1042,10,Dozen 1,Black,Even,Low,Column 1
1043,21,Dozen 2,Red,Odd,High,Column 3
1044,35,Dozen 3,Black,Odd,High,Column 2
1045,18,Dozen 2,Red,Even,Low,Column 3
1046,28,Dozen 3,Black,Even,High,Column 1
1047,20,Dozen 2,Black,Even,High,Column 2
1048,15,Dozen 2,Black,Odd,Low,Column 3
1049,7,Dozen 1,Red,Odd,Low,Column 1
1050,34,Dozen 3,Red,Even,High,Column 1
1051,26,Dozen 3,Black,Even,High,Column 2
1052,3,Dozen 1,Red,Odd,Low,Column 3
1053,3,Dozen 1,Red,Odd,Low,Column 3
1054,30,Dozen 3,Red,Even,High,Column 3
1055,17,Dozen 2,Black,Odd,Low,Column 2
1056,9,Dozen 1,Red,Odd,Low,Column 3
1057,23,Dozen 2,Red,Odd,High,Column 2
1058,23,Dozen 2,Red,Odd,High,Column 2
1059,11,Dozen 1,Black,Odd,Low,Column 2
1060,36,Dozen 3,Red,Even,High,Column 3
1061,21,Dozen 2,Red,Odd,High,Column 3
1062,0,0,0,0,0,0
1063,10,Dozen 1,Black,Even,Low,Column 1
1064,16,Dozen 2,Red,Even,Low,Column 1
1065,10,Dozen 1,Black,Even,Low,Column 1
1066,6,Dozen 1,Black,Even,Low,Column 3
1067,11,Dozen 1,Black,Odd,Low,Column 2
1068,25,Dozen 3,Red,Odd,High,Column 1
1069,23,Dozen 2,Red,Odd,High,Column 2
1070,20,Dozen 2,Black,Even,High,Column 2
1071,30,Dozen 3,Red,Even,High,Column 3
1072,34,Dozen 3,Red,Even,High,Column 1
1073,22,Dozen 2,Black,Even,High,Column 1
1074,33,Dozen 3,Black,Odd,High,Column 3
1075,8,Dozen 1,Black,Even,Low,Column 2
1076,17,Dozen 2,Black,Odd,Low,Column 2
1077,22,Dozen 2,Black,Even,High,Column 1
1078,29,Dozen 3,Black,Odd,High,Column 2
1079,27,Dozen 3,Red,Odd,High,Column 3
1080,21,Dozen 2,Red,Odd,High,Column 3
1081,11,Dozen 1,Black,Odd,Low,Column 2
1082,8,Dozen 1,Black,Even,Low,Column 2
1083,36,Dozen 3,Red,Even,High,Column 3
1084,26,Dozen 3,Black,Even,High,Column 2
1085,2,Dozen 1,Black,Even,Low,Column 2
1086,9,Dozen 1,Red,Odd,Low,Column 3
1087,32,Dozen 3,Red,Even,High,Column 2
1088,9,Dozen 1,Red,Odd,Low,Column 3
1089,1,Dozen 1,Red,Odd,Low,Column 1
1090,35,Dozen 3,Black,Odd,High,Column 2
1091,9,Dozen 1,Red,Odd,Low,Column 3
1092,26,Dozen 3,Black,Even,High,Column 2
1093,26,Dozen 3,Black,Even,High,Column 2
1094,16,Dozen 2,Red,Even,Low,Column 1
1095,22,Dozen 2,Black,Even,High,Column 1
1096,31,Dozen 3,Black,Odd,High,Column 1
1097,8,Dozen 1,Black,Even,Low,Column 2
1098,12,Dozen 1,Red,Even,Low,Column 3
1099,2,Dozen 1,Black,Even,Low,Column 2
1100,4,Dozen 1,Black,Even,Low,Column 1
1101,29,Dozen 3,Black,Odd,High,Column 2
1102,1,Dozen 1,Red,Odd,Low,Column 1
1103,30,Dozen 3,Red,Even,High,Column 3
1104,31,Dozen 3,Black,Odd,High,Column 1
1105,0,0,0,0,0,0
1106,21,Dozen 2,Red,Odd,High,Column 3
1107,23,Dozen 2,Red,Odd,High,Column 2
1108,4,Dozen 1,Black,Even,Low,Column 1
1109,3,Dozen 1,Red,Odd,Low,Column 3
1110,35,Dozen 3,Black,Odd,High,Column 2
1111,1,Dozen 1,Red,Odd,Low,Column 1
1112,7,Dozen 1,Red,Odd,Low,Column 1
1113,16,Dozen 2,Red,Even,Low,Column 1
1114,9,Dozen 1,Red,Odd,Low,Column 3
1115,32,Dozen 3,Red,Even,High,Column 2
1116,20,Dozen 2,Black,Even,High,Column 2
1117,25,Dozen 3,Red,Odd,High,Column 1
1118,36,Dozen 3,Red,Even,High,Column 3
1119,17,Dozen 2,Black,Odd,Low,Column 2
1120,0,0,0,0,0,0
1121,30,Dozen 3,Red,Even,High,Column 3
1122,32,Dozen 3,Red,Even,High,Column 2
1123,9,Dozen 1,Red,Odd,Low,Column 3
